Company,Abbr,Model,Road No.,Date
Precision National's Lease Fleet,PNCX,FA-1m,83C,1948
Precision National's Lease Fleet,PNCX,FA-1m,89A,1949
Precision National's Lease Fleet,PNCX,RS2 / RS3,110,1950
Precision National's Lease Fleet,PNCX,RS2 / RS3,4001,1940
Precision National's Lease Fleet,PNCX,RS27,900,1962
Precision National's Lease Fleet,PNCX,RS27,901,1962
Precision National's Lease Fleet,PNCX,AS-416,1616,1955
Precision National's Lease Fleet,PNCX,F3A,64C & 65C,1947
Precision National's Lease Fleet,PNCX,F3A,65A & 65C,1947
Precision National's Lease Fleet,PNCX,F3A,66A & 67A,1947
Precision National's Lease Fleet,PNCX,F3A,68C,1947
Precision National's Lease Fleet,PNCX,F7A,70C & 72A,1949
Precision National's Lease Fleet,PNCX,F7A,73C & 74C,1949
Precision National's Lease Fleet,PNCX,F7A,75A,1949
Precision National's Lease Fleet,PNCX,F7A,76A & 76C,1948
Precision National's Lease Fleet,PNCX,F7A,77C,1949
Precision National's Lease Fleet,PNCX,FP7,78A,1952
Precision National's Lease Fleet,PNCX,FP7,79A & 79C,1948
Precision National's Lease Fleet,PNCX,F3A,503-505,1949
Precision National's Lease Fleet,PNCX,F3A,507 & 508,1949
Precision National's Lease Fleet,PNCX,F7A,634,1952
Precision National's Lease Fleet,PNCX,F7A,716 & 717 +,1953
Precision National's Lease Fleet,PNCX,F7A,6370 +,1951
Precision National's Lease Fleet,PNCX,GP7,100 & 117,1953
Precision National's Lease Fleet,PNCX,GP7,125,1953
Precision National's Lease Fleet,PNCX,GP7,434,1950
Precision National's Lease Fleet,PNCX,GP7,460,1951
Precision National's Lease Fleet,PNCX,GP7,"531, 37, 39 & 45",1950
Precision National's Lease Fleet,PNCX,GP7,562,1951
Precision National's Lease Fleet,PNCX,GP7,"570, 576 & 599",1951
Precision National's Lease Fleet,PNCX,GP7,"610, 621",1952
Precision National's Lease Fleet,PNCX,GP7,969-971,1953
Precision National's Lease Fleet,PNCX,GP7,1500-1502,1951
Precision National's Lease Fleet,PNCX,GP7,1503 & 1504,1951
Precision National's Lease Fleet,PNCX,GP7,1505-1507,1952
Precision National's Lease Fleet,PNCX,GP7,1508 & 1509,1952
Precision National's Lease Fleet,PNCX,GP7,4201 & 4202,1950
Precision National's Lease Fleet,PNCX,GP7,"4204, 4206 & 4207",1952
Precision National's Lease Fleet,PNCX,GP8,1750,1952
Precision National's Lease Fleet,PNCX,GP9,136 & 172,1956
Precision National's Lease Fleet,PNCX,GP9,"176, 206 & 208",1954
Precision National's Lease Fleet,PNCX,GP9,980,1955
Precision National's Lease Fleet,PNCX,GP9,1701-1703,1951
Precision National's Lease Fleet,PNCX,GP9,1704 (2nd),1956
Precision National's Lease Fleet,PNCX,GP9,1706,1957
Precision National's Lease Fleet,PNCX,GP9,1720,1954
Precision National's Lease Fleet,PNCX,GP9,1750,1952
Precision National's Lease Fleet,PNCX,GP9,3403 & 3445,1955
Precision National's Lease Fleet,PNCX,GP10,3419 & 3634,1955
Precision National's Lease Fleet,PNCX,GP35m,2000 & 6528,1964
Precision National's Lease Fleet,PNCX,SD18m,1800-1801,1959
Precision National's Lease Fleet,PNCX,SD18m,1802,1959
Precision National's Lease Fleet,PNCX,SD18m,1807,1959
Precision National's Lease Fleet,PNCX,SD18m,1828-1830,1959
Precision National's Lease Fleet,PNCX,SD18m,1833-1835,1959
Precision National's Lease Fleet,PNCX,SD18m,"1840, 1843-1845",1959
Precision National's Lease Fleet,PNCX,SD18m,1848 & 1849,1959
Precision National's Lease Fleet,PNCX,SD18m,1850-1852,1959
Precision National's Lease Fleet,PNCX,SD24,6300-6302 & 6304,1959
Precision National's Lease Fleet,PNCX,SD24,6306-6309 & 6311,1960
Precision National's Lease Fleet,PNCX,SD24,"6312-14, 16 & 17",1960
Precision National's Lease Fleet,PNCX,SD24,"6319, 20, 23 & 25-26",1960
Precision National's Lease Fleet,PNCX,SD24,6327-6334,1959
Precision National's Lease Fleet,PNCX,SD24,6335-6347,1960
Precision National's Lease Fleet,PNCX,SD40 / SD40-2,3011,1966
Precision National's Lease Fleet,PNCX,SD40 / SD40-2,3012,1978
Precision National's Lease Fleet,PNCX,SD40 / SD40-2,3013,1966
Precision National's Lease Fleet,PNCX,SD40 / SD40-2,3021 & 3026,1968
Precision National's Lease Fleet,PNCX,SD45,9128,1969
Precision National's Lease Fleet,PNCX,H16-66,1677,1954
Precision National's Lease Fleet,PNCX,H16-66,1699,1955
Precision National's Lease Fleet,PNCX,S4,139,1949
Precision National's Lease Fleet,PNCX,S4,155,1949
Precision National's Lease Fleet,PNCX,S4,410,1950
Precision National's Lease Fleet,PNCX,DS44-1000,"2280, 2283 & 2287",1949
Precision National's Lease Fleet,PNCX,NW2,1001 & 1012,1948
Precision National's Lease Fleet,PNCX,NW2,1011 & 1016,1948
Precision National's Lease Fleet,PNCX,NW2,1029,1942
Precision National's Lease Fleet,PNCX,NW2,"8706, 8711 & 8714",1947
Precision National's Lease Fleet,PNCX,SW8,"1112, 1114 & 1117",1953
Precision National's Lease Fleet,PNCX,SW8,1119,1953
Precision National's Lease Fleet,PNCX,23-Tonner,300,
